Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
ACV,AllianzGI Diversified Income & Convertible Fund,29.97,310306982.4,n/a,2015,n/a,n/a
NFJ,"AllianzGI Dividend, Interest & Premium Strategy Fu",13,1232420553,n/a,2005,Finance,Finance: Consumer Services
NIE,AllianzGI Equity & Convertible Income Fund,26.94,746479517.1,n/a,2007,n/a,n/a
AESE,"Allied Esports Entertainment, Inc.",1.03,36164168.29,n/a,2017,Consumer Services,Services-Misc. Amusement & Recreation
AHPI,"Allied Healthcare Products, Inc.",5.07,20348632.59,n/a,1992,Health Care,Industrial Specialties
AMOT,"Allied Motion Technologies, Inc.",40.57,395869645.58,n/a,n/a,Capital Goods,Electrical Products
ALSN,"Allison Transmission Holdings, Inc.",41.05,4625136422.1,n/a,2012,Capital Goods,Auto Parts:O.E.M.
ALLO,"Allogene Therapeutics, Inc.",31.05,4355698719.6,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd.,9.76,343674087.84,n/a,2006,Technology,Computer Communications Equipment
ALVR,"AlloVir, Inc.",39.61,2482333864.53,n/a,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MDRX,"Allscripts Healthcare Solutions, Inc.",13.68,2161189396.08,n/a,n/a,Technology,EDP Services
ALL,Allstate Corporation (The),102.35,31121362461.1,n/a,n/a,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The),26.75,0,n/a,n/a,n/a,n/a
ALL^G,Allstate Corporation (The),27.76,0,n/a,n/a,n/a,n/a
ALL^H,Allstate Corporation (The),27.29,0,n/a,n/a,n/a,n/a
ALL^I,Allstate Corporation (The),26.95,0,n/a,n/a,n/a,n/a
ALLY,Ally Financial Inc.,29.65,11084867877.6,n/a,2014,Finance,Major Banks
ALLY^A,Ally Financial Inc.,25.99,0,n/a,n/a,n/a,n/a
AAU,"Almaden Minerals, Ltd.",1.02,122959583.22,n/a,2015,Basic Industries,Precious Metals
ALNY,"Alnylam Pharmaceuticals, Inc.",129.91,15093043570.88,n/a,2004,Health Care,Major Pharmaceuticals
AOSL,Alpha and Omega Semiconductor Limited,24.84,633107388.6,n/a,2010,Technology,Semiconductors
AHAC,Alpha Healthcare Acquisition Corp.,n/a,0,n/a,2020,Finance,Business Services
AHACU,Alpha Healthcare Acquisition Corp.,9.97,0,n/a,2020,Finance,Business Services
AHACW,Alpha Healthcare Acquisition Corp.,1.005,0,n/a,2020,Finance,Business Services
APT,"Alpha Pro Tech, Ltd.",12.64,171623960.8,n/a,n/a,Health Care,Industrial Specialties
GOOG,Alphabet Inc.,1760.74,1191010794161.28,n/a,2004,Technology,"Computer Software: Programming, Data Processing"
GOOGL,Alphabet Inc.,1754.4,1186722251596.8,n/a,n/a,Technology,"Computer Software: Programming, Data Processing"
SMCP,AlphaMark Actively Managed Small Cap ETF,24.4253,0,n/a,n/a,n/a,n/a
ATEC,"Alphatec Holdings, Inc.",10.5,823465387.5,n/a,2006,Health Care,Medical/Dental Instruments
ALPN,"Alpine Immune Sciences, Inc.",9.76,232319066.08,n/a,2015,Health Care,Major Pharmaceuticals
PINE,"Alpine Income Property Trust, Inc.",16.01,119414667.55,n/a,2019,Consumer Services,Real Estate Investment Trusts
ALTG,Alta Equipment Group Inc.,9.06,271967628.12,n/a,2019,Capital Goods,Industrial Machinery/Components
ALTG.WS,Alta Equipment Group Inc.,n/a,0,n/a,n/a,n/a,n/a
ALTA,Altabancorp,27.4,515213653.2,n/a,2015,Finance,Major Banks
ALTR,Altair Engineering Inc.,53.9,3970129925.3,n/a,2017,Technology,Computer Software: Prepackaged Software
ALIN^A,Altera Infrastructure L.P.,21,0,n/a,n/a,n/a,n/a
ALIN^B,Altera Infrastructure L.P.,21.22,0,n/a,n/a,n/a,n/a
ALIN^E,Altera Infrastructure L.P.,21.5,0,n/a,n/a,n/a,n/a
ATHE,Alterity Therapeutics Limited,1.52,13148828.4,8650545,n/a,Health Care,Major Pharmaceuticals
AYX,"Alteryx, Inc.",119.84,7979337518.88,n/a,2017,Technology,Computer Software: Prepackaged Software
ATUS,"Altice USA, Inc.",33.92,18941265741.44,n/a,2017,Consumer Services,Television Services
ATAC.U,Altimar Acquisition Corporation,n/a,0,n/a,2020,n/a,n/a
AGCUU,Altimeter Growth Corp.,12.1,0,n/a,2020,Finance,Business Services
ALT,"Altimmune, Inc.",12.23,404458574.6,n/a,n/a,Health Care,Major Pharmaceuticals
AAMC,Altisource Asset Management Corp,23.05,38037386.6,n/a,n/a,Finance,Real Estate
ASPS,Altisource Portfolio Solutions S.A.,13.18,206263164.62,n/a,n/a,Consumer Services,Other Consumer Services
ALTU,Altitude Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
ALTUU,Altitude Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
AIMC,Altra Industrial Motion Corp.,56.76,3673167888.72,n/a,2006,Capital Goods,Industrial Machinery/Components
MO,Altria Group,39.83,74020835341.95,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
ALTM,Altus Midstream Company,39.12,635561515.2,n/a,2017,Public Utilities,Natural Gas Distribution
ACH,Aluminum Corporation of China Limited,9.82,6686505934.76,n/a,2001,Basic Industries,Aluminum
ALUS,Alussa Energy Acquisition Corp.,9.93,356859375,n/a,2020,Finance,Business Services
ALUS.U,Alussa Energy Acquisition Corp.,n/a,0,n/a,2019,n/a,n/a
ALUS.WS,Alussa Energy Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
ALXO,ALX Oncology Holdings Inc.,76.93,2854681667.46,n/a,2020,Health Care,Major Pharmaceuticals
AMAL,Amalgamated Bank,12.72,394949958,n/a,2018,Consumer Non-Durables,Textiles
AMRN,Amarin Corporation plc,4.96,1894223340.32,381899867,n/a,Health Care,Major Pharmaceuticals
AMRK,"A-Mark Precious Metals, Inc.",30.59,216885118.94,n/a,n/a,Basic Industries,Other Specialty Stores
AMZN,"Amazon.com, Inc.",3168.04,1589567817791.32,n/a,1997,Consumer Services,Catalog/Specialty Distribution
AMBC,"Ambac Financial Group, Inc.",14.64,670645794.96,n/a,n/a,Finance,Property-Casualty Insurers
AMBC,"Ambac Financial Group, Inc.",14.64,670645794.96,n/a,n/a,Finance,Property-Casualty Insurers
AMBC.WS,"Ambac Financial Group, Inc.",n/a,0,n/a,n/a,n/a,n/a
AMBA,"Ambarella, Inc.",78.13,2704413462.01,n/a,2012,Technology,Semiconductors
ABEV,Ambev S.A.,2.66,41850939281.2,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution)
AMBO,Ambow Education Holding Ltd.,2.49,57806186.64,n/a,n/a,Consumer Services,Other Consumer Services
AMC,"AMC Entertainment Holdings, Inc.",4.27,586672200.66,n/a,2013,Consumer Services,Movies/Entertainment
AMCX,AMC Networks Inc.,32.97,1359656028.36,n/a,n/a,Consumer Services,Television Services
AMCI,AMCI Acquisition Corp.,13,265696704,n/a,2018,Miscellaneous,Industrial Machinery/Components
AMCIU,AMCI Acquisition Corp.,14.8595,0,n/a,2018,Miscellaneous,Industrial Machinery/Components
AMCIW,AMCI Acquisition Corp.,1.89,0,n/a,2018,Miscellaneous,Industrial Machinery/Components
DIT,AMCON Distributing Company,90.995,50178009.815,n/a,n/a,Consumer Non-Durables,Food Distributors
AMCR,Amcor plc,11.33,17770895610.27,n/a,2019,Consumer Durables,Miscellaneous manufacturing industries
DOX,Amdocs Limited,65.81,8753980390,n/a,n/a,Technology,EDP Services
AMED,Amedisys Inc,244.79,8031691841.81,n/a,n/a,Health Care,Medical/Nursing Services
AMTB,Amerant Bancorp Inc.,14.85,625853101.5,n/a,n/a,Finance,Major Banks
AMTBB,Amerant Bancorp Inc.,12.39,522176426.1,n/a,n/a,Finance,Major Banks
UHAL,Amerco,414.23,8122134023.24,n/a,n/a,Consumer Services,Rental/Leasing Companies
AEE,Ameren Corporation,77.78,19227758748.84,n/a,n/a,Public Utilities,Power Generation
AMRC,"Ameresco, Inc.",44.55,2132433641.25,n/a,2010,Basic Industries,Engineering & Construction
AMRH,"Ameri Holdings, Inc.",1.59,11911554.96,n/a,n/a,Technology,Semiconductors
AMRHW,"Ameri Holdings, Inc.",0.0696,0,n/a,n/a,Technology,Semiconductors
ATAX,"America First Multifamily Investors, L.P.",4.12,249446240.48,n/a,n/a,Finance,Finance: Consumer Services
AMOV,"America Movil, S.A.B. de C.V.",14.8,49579144042,n/a,n/a,Public Utilities,Telecommunications Equipment
AMOV,"America Movil, S.A.B. de C.V.",14.8,49579144042,n/a,n/a,Public Utilities,Telecommunications Equipment
AMX,"America Movil, S.A.B. de C.V.",14.89,49880638836.85,n/a,n/a,Public Utilities,Telecommunications Equipment
AAL,"American Airlines Group, Inc.",14.13,8630233935.3,n/a,n/a,Transportation,Air Freight/Delivery Services
AAT,"American Assets Trust, Inc.",28.69,1729517233.01,n/a,2011,Consumer Services,Real Estate Investment Trusts
AXL,"American Axle & Manufacturing Holdings, Inc.",7.96,901653000.4,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
ACC,American Campus Communities Inc,39.8,5477757221.8,n/a,2004,Consumer Services,Real Estate Investment Trusts
AEO,"American Eagle Outfitters, Inc.",17.99,2988390554.17,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
AEP,"American Electric Power Company, Inc.",84.89,42138507541.26,n/a,n/a,Public Utilities,Electric Utilities: Central
AEPPL,"American Electric Power Company, Inc.",50.53,0,n/a,n/a,Public Utilities,Electric Utilities: Central
AEPPZ,"American Electric Power Company, Inc.",50.05,0,n/a,n/a,Public Utilities,Electric Utilities: Central
AEL,American Equity Investment Life Holding Company,26.28,2418207627.24,n/a,2003,Finance,Life Insurance
AEL^A,American Equity Investment Life Holding Company,25.85,0,n/a,n/a,n/a,n/a
AEL^B,American Equity Investment Life Holding Company,26.63,0,n/a,n/a,n/a,n/a
AXP,American Express Company,118.59,95488899369.09,n/a,n/a,Finance,Finance: Consumer Services
AFIN,"American Finance Trust, Inc.",7.38,803218602.42,n/a,n/a,Consumer Services,Real Estate Investment Trusts
AFINP,"American Finance Trust, Inc.",24.89,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts
AFG,"American Financial Group, Inc.",89.41,7764741710.2,n/a,n/a,Finance,Property-Casualty Insurers
AFGB,"American Financial Group, Inc.",27.74,0,n/a,2019,Finance,Property-Casualty Insurers
AFGC,"American Financial Group, Inc.",26.7,26648202,n/a,2019,Finance,Property-Casualty Insurers
AFGD,"American Financial Group, Inc.",27.52,0,n/a,2020,Finance,Property-Casualty Insurers
AFGE,"American Financial Group, Inc.",27.2,0,n/a,2020,Finance,Property-Casualty Insurers
AMH,American Homes 4 Rent,28.72,9083077438.24,n/a,2013,Consumer Services,Real Estate Investment Trusts
AMH^D,American Homes 4 Rent,25.95,0,n/a,n/a,n/a,n/a
AMH^E,American Homes 4 Rent,25.9,0,n/a,n/a,n/a,n/a
AMH^F,American Homes 4 Rent,26.13,0,n/a,n/a,n/a,n/a
AMH^G,American Homes 4 Rent,26.44,0,n/a,n/a,n/a,n/a
AMH^H,American Homes 4 Rent,27.35,0,n/a,n/a,n/a,n/a
AIG,"American International Group, Inc.",38.44,33117049214.96,n/a,n/a,Finance,Property-Casualty Insurers
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a
AIG^A,"American International Group, Inc.",27.3,0,n/a,n/a,n/a,n/a
AMNB,"American National Bankshares, Inc.",25.98,285031594.14,n/a,n/a,Finance,Major Banks
ANAT,"American National Group, Inc.",84.78,2279496816,n/a,n/a,Finance,Life Insurance
AOUT,"American Outdoor Brands, Inc.",13.885,194044319.04,n/a,n/a,Capital Goods,Ordnance And Accessories
APEI,"American Public Education, Inc.",31.04,459676698.88,n/a,2007,Consumer Services,Other Consumer Services
ARL,"American Realty Investors, Inc.",9.2,147173099.2,n/a,n/a,Finance,Real Estate
ARA,"American Renal Associates Holdings, Inc",11.41,393863649.83,n/a,2016,Health Care,Misc Health and Biotechnology Services
AREC,American Resources Corporation,1.8,64084338,n/a,n/a,Consumer Services,Other Consumer Services
AMRB,American River Bankshares,11.07,65728446.03,n/a,n/a,Finance,Major Banks
AMS,American Shared Hospital Services,2.17,12501370,n/a,n/a,Health Care,Medical Specialities
AMSWA,"American Software, Inc.",16.42,533327363.42,n/a,n/a,Technology,Computer Software: Prepackaged Software
AWR,American States Water Company,73.82,2723150483.02,n/a,n/a,Public Utilities,Water Supply
AMSC,American Superconductor Corporation,19.88,548749667.76,n/a,1991,Consumer Durables,Metal Fabrications
AMT,American Tower Corporation (REIT),231.2,102702128832,n/a,n/a,Consumer Services,Real Estate Investment Trusts
AVD,American Vanguard Corporation,15.16,459159667.32,n/a,n/a,Basic Industries,Agricultural Chemicals
AVCT,"American Virtual Cloud Technologies, Inc. ",4.96,97393716.8,n/a,2017,Technology,EDP Services
AVCTW,"American Virtual Cloud Technologies, Inc. ",0.31,0,n/a,2017,Technology,EDP Services
AWK,American Water Works,153.38,27803498593.1,n/a,2008,Public Utilities,Water Supply
AMWL,American Well Corporation,26.54,6235734469.36,n/a,2020,Miscellaneous,Business Services
AMWD,American Woodmark Corporation,87.51,1487080182.6,n/a,1986,Basic Industries,Forest Products
CRMT,"America&#39;s Car-Mart, Inc.",104.5,714996524,n/a,n/a,Consumer Durables,Automotive Aftermarket
USAS,Americas Gold and Silver Corporation,2.69,317354307.51,n/a,2017,Basic Industries,Precious Metals
COLD,Americold Realty Trust,34.13,6991868933.08,n/a,2018,Consumer Services,Real Estate Investment Trusts
AMP,"AMERIPRISE FINANCIAL SERVICES, LLC",185.24,21854213970.16,n/a,n/a,Finance,Investment Managers
ABCB,Ameris Bancorp,34.01,2363373469.46,n/a,1994,Finance,Major Banks
AMSF,"AMERISAFE, Inc.",54.73,1057988859.07,n/a,2005,Finance,Property-Casualty Insurers
ASRV,AmeriServ Financial Inc.,3.28,55952352.32,n/a,n/a,Finance,Major Banks
ASRVP,AmeriServ Financial Inc.,28.4324,0,n/a,n/a,Finance,Major Banks
ABC,AmerisourceBergen Corporation (Holding Co),103.11,21060191413.17,n/a,n/a,Health Care,Other Pharmaceuticals
ATLO,Ames National Corporation,21.51,196230287.97,n/a,n/a,Finance,Major Banks
AMST,Amesite Inc.,4.52,92297012.36,n/a,2020,Technology,Computer Software: Prepackaged Software
AMGN,Amgen Inc.,222.04,129264718608.48,n/a,1983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FOLD,"Amicus Therapeutics, Inc.",22.89,5964850392.9,n/a,2007,Health Care,Major Pharmaceuticals
AMKR,"Amkor Technology, Inc.",14.74,3573656236.26,n/a,1998,Technology,Semiconductors
POWW,"AMMO, Inc.",2.48,0,n/a,n/a,n/a,n/a
AMN,AMN Healthcare Services Inc,65.16,3064529013.12,n/a,n/a,Technology,Professional Services
AMRX,"Amneal Pharmaceuticals, Inc.",3.95,583132338,n/a,2018,Health Care,Major Pharmaceuticals
AP,Ampco-Pittsburgh Corporation,4.25,77824895,n/a,n/a,Capital Goods,Fluid Controls
AP.WS,Ampco-Pittsburgh Corporation,n/a,0,n/a,n/a,n/a,n/a
AMPH,"Amphastar Pharmaceuticals, Inc.",17.76,843671377.44,n/a,2014,Health Care,Major Pharmaceuticals
APH,Amphenol Corporation,130.81,39132432978.31,n/a,n/a,Capital Goods,Electrical Products
AMPE,"Ampio Pharmaceuticals, Inc.",0.92,170250600,n/a,n/a,Health Care,Major Pharmaceuticals
IBUY,Amplify ETF Trust Amplify Online Retail ETF,105.65,0,n/a,n/a,n/a,n/a
AMHC,Amplitude Healthcare Acquisition Corporation,9.914,123925000,n/a,2020,Finance,Business Services
AMHCU,Amplitude Healthcare Acquisition Corporation,10.45,0,n/a,2019,Finance,Business Services
AMHCW,Amplitude Healthcare Acquisition Corporation,1.1,0,n/a,2020,Finance,Business Services
AXR,AMREP Corporation,5.9352,43465665.624,n/a,n/a,Consumer Services,Newspapers/Magazines
AMYT,Amryt Pharma plc,12.5,114287675,9143014,n/a,Health Care,Major Pharmaceuticals
HKIB,AMTD International Inc.,6.65,1633316335.35,n/a,2019,Finance,Finance: Consumer Services
ASYS,"Amtech Systems, Inc.",6.17,86769771.24,n/a,n/a,Technology,Industrial Machinery/Components
AME,"AMTEK, Inc.",118.53,27269587381.68,n/a,n/a,Capital Goods,Industrial Machinery/Components
AMRS,"Amyris, Inc.",2.92,698497325.96,n/a,2010,Basic Industries,Major Chemicals
ADI,"Analog Devices, Inc.",139.08,51387959752.92,n/a,n/a,Technology,Semiconductors
PLAN,"Anaplan, Inc.",69.99,9782607424.98,n/a,2018,Technology,Computer Software: Prepackaged Software
ANAB,"AnaptysBio, Inc.",25.79,705299890.95,n/a,2017,Health Care,Major Pharmaceuticals
AVXL,Anavex Life Sciences Corp.,5.33,320815999.27,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ANCN,Anchiano Therapeutics Ltd.,1.56,11541143.64,7398169,2019,Health Care,Major Pharmaceuticals
ANDA,Andina Acquisition Corp. III,10.21,45101613.16,n/a,2019,Finance,Business Services
ANDAR,Andina Acquisition Corp. III,0.31,0,n/a,2019,Finance,Business Services
ANDAU,Andina Acquisition Corp. III,10.69,0,n/a,2019,Finance,Business Services
ANDAW,Andina Acquisition Corp. III,0.39,0,n/a,2019,Finance,Business Services
DYFN,Angel Oak Dynamic Financial Strategies Income Term Trust,17.65,0,n/a,2020,n/a,n/a
FINS,Angel Oak Financial Strategies Income Term Trust,16.97,258436096.06,n/a,2019,n/a,n/a
ANGI,ANGI Homeservices Inc.,12.36,6177494603.28,n/a,n/a,Consumer Services,Advertising
ANGO,"AngioDynamics, Inc.",14.22,539692769.16,n/a,2004,Health Care,Medical/Dental Instruments
AU,AngloGold Ashanti Limited,21.67,9014698893.42,n/a,n/a,Basic Industries,Precious Metals
BUD,Anheuser-Busch Inbev SA,66.68,131455556187.4,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
ANIP,"ANI Pharmaceuticals, Inc.",29.56,365314836.08,n/a,n/a,Health Care,Major Pharmaceuticals
ANIK,Anika Therapeutics Inc.,37.8,537308704.8,n/a,n/a,Health Care,Medical/Dental Instruments
ANIX,"Anixa Biosciences, Inc.",2.64,62803979.04,n/a,n/a,Health Care,Major Pharmaceuticals
NLY,Annaly Capital Management Inc,8,11185826640,n/a,n/a,Consumer Services,Real Estate Investment Trusts
NLY^D,Annaly Capital Management Inc,25.41,0,n/a,n/a,n/a,n/a
NLY^F,Annaly Capital Management Inc,23.63,0,n/a,n/a,n/a,n/a
NLY^G,Annaly Capital Management Inc,22.2,0,n/a,n/a,n/a,n/a
NLY^I,Annaly Capital Management Inc,23.75,0,n/a,n/a,n/a,n/a
ANNX,"Annexon, Inc.",24.2,923414355.6,n/a,2020,Health Care,Major Pharmaceuticals
ANVS,"Annovis Bio, Inc.",5.45,37559263.6,n/a,2020,Health Care,Major Pharmaceuticals
ANPC,"AnPac Bio-Medical Science Co., Ltd.",5.74,10198028.4,1776660,2020,Health Care,Medical Specialities
ANSS,"ANSYS, Inc.",338.06,29033987973.62,n/a,1996,Technology,Computer Software: Prepackaged Software
ATRS,"Antares Pharma, Inc.",3.12,520017978.48,n/a,n/a,Health Care,Medical/Dental Instruments
AEHL,Antelope Enterprise Holdings Limited,2.42,7381217.8,n/a,n/a,Capital Goods,Building Materials
ATEX,Anterix Inc.,29.93,523614545.27,n/a,2015,Public Utilities,Telecommunications Equipment
AM,Antero Midstream Corporation,6.74,3212546873.48,n/a,2017,Public Utilities,Natural Gas Distribution
AR,Antero Resources Corporation,3.92,1053194024.4,n/a,2013,Energy,Oil & Gas Production
ANTM,"Anthem, Inc.",311.52,77476366651.2,n/a,n/a,Health Care,Medical Specialities
ANH,Anworth Mortgage Asset  Corporation,2.15,213356548.6,n/a,n/a,Consumer Services,Real Estate Investment Trusts
ANH^A,Anworth Mortgage Asset  Corporation,25.2,0,n/a,n/a,n/a,n/a
ANH^B,Anworth Mortgage Asset  Corporation,23.3,0,n/a,n/a,n/a,n/a
ANH^C,Anworth Mortgage Asset  Corporation,24.1,0,n/a,n/a,n/a,n/a
AON,Aon plc,204.89,46841203541.72,n/a,n/a,Finance,Specialty Insurers
APA,Apache Corporation,12.89,4865693765.98,n/a,n/a,Energy,Oil & Gas Production
AIV,Apartment Investment and Management Company,30.35,3648881437.6,n/a,1994,Consumer Services,Real Estate Investment Trusts
APLS,"Apellis Pharmaceuticals, Inc.",47.14,3570238597.36,n/a,2017,Health Care,Major Pharmaceuticals
APXT,Apex Technology Acquisition Corporation,15.31,682213600,n/a,2019,Finance,Business Services
APXTU,Apex Technology Acquisition Corporation,17.75,0,n/a,2019,Finance,Business Services
APXTW,Apex Technology Acquisition Corporation,3.67,0,n/a,2019,Finance,Business Services
APHA,Aphria Inc.,8.38,2424679029.74,n/a,n/a,Consumer Durables,Specialty Chemicals
APG,APi Group Corporation,15.5,2631809712.5,n/a,2020,Basic Industries,Engineering & Construction
APOG,"Apogee Enterprises, Inc.",26.24,692360715.52,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
ARI,Apollo Commercial Real Estate Finance,10.78,1512399115.92,n/a,2009,Consumer Services,Real Estate Investment Trusts
APEN,"Apollo Endosurgery, Inc.",4.81,124018894.74,n/a,n/a,Health Care,Medical/Dental Instruments
APO,"Apollo Global Management, Inc",43.62,9980946199.26,n/a,2011,Finance,Investment Managers
APO^A,"Apollo Global Management, Inc",26.1,0,n/a,n/a,n/a,n/a
APO^B,"Apollo Global Management, Inc",26.92,0,n/a,n/a,n/a,n/a
AINV,Apollo Investment Corporation,10.85,708062059.6,n/a,2004,n/a,n/a
AMEH,"Apollo Medical Holdings, Inc.",18.22,670311886.9,n/a,n/a,Consumer Services,Professional Services
AFT,Apollo Senior Floating Rate Fund Inc.,13.56,211170707.16,n/a,2011,n/a,n/a
APSG,Apollo Strategic Growth Capital,9.92,1024175520,n/a,2020,Finance,Business Services
APSG.U,Apollo Strategic Growth Capital,n/a,0,n/a,2020,n/a,n/a
APSG.WS,Apollo Strategic Growth Capital,n/a,0,n/a,n/a,n/a,n/a
AIF,Apollo Tactical Income Fund Inc.,13.56,196132192.56,n/a,2013,n/a,n/a
APPF,"AppFolio, Inc.",162.93,5593091670.84,n/a,2015,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation,140,9806844880,n/a,2017,Technology,Computer Software: Prepackaged Software
APLE,"Apple Hospitality REIT, Inc.",13.26,2960507252.82,n/a,2015,Consumer Services,Real Estate Investment Trusts
AAPL,Apple Inc.,119.05,2064010327000,n/a,1980,Technology,Computer Manufacturing
APDN,"Applied DNA Sciences, Inc.",7.52,41065058.08,n/a,n/a,Consumer Services,Other Consumer Services
AGTC,Applied Genetic Technologies Corporation,4.44,114949935,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
